"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"NIDO HOME FINANCE LIMITED","FY 2024-25",Non-PSU,"West Bengal",Education,"Education, Differently Abled, Livelihood",0.0451029
"NIDO HOME FINANCE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.2140074
"NIDO HOME FINANCE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.04
"HINDUSTAN UNILEVER LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Livelihood enhancement projects","Education, Differently Abled, Livelihood",39.6550515
"HINDUSTAN UNILEVER LIMITED","FY 2024-25",Non-PSU,Gujarat,"Conservation of natural resources","Environment, Animal Welfare, Conservation Of Resources",33.4724221
"HINDUSTAN UNILEVER LIMITED","FY 2024-25",Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",5.5193935
"MANIPAL HOSPITALS (BENGALURU) PRIVATE LIMITED","FY 2024-25",Non-PSU,"PAN India",Education,"Education, Differently Abled, Livelihood",0.843138841
"VIKHROLI CORPORATE PARK PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.8098892
"VIKHROLI CORPORATE PARK PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.3026487
"QUEST CAPITAL MARKETS LIMITED","FY 2024-25",Non-PSU,"West Bengal",Education,"Education, Differently Abled, Livelihood",0.0
"SRF LIMITED","FY 2024-25",Non-PSU,Gujarat,"Vocational skills","Education, Differently Abled, Livelihood",0.0
"MANIPAL HOSPITALS (DWARKA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.156044
"MANIPAL HOSPITALS (DWARKA) PRIVATE LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.25
"SPUNWEB NONWOVEN LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.095
"QUBIX BUSINESS PARK PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.3618934
"QUBIX BUSINESS PARK PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2449799
"QUBIX BUSINESS PARK PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.004587
"TRENT LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.18
"TRENT LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.5952116
"TRENT LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.92
"TRENT LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",1.784073
"TRENT LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Vocational skills","Education, Differently Abled, Livelihood",0.325
"TRENT LIMITED","FY 2024-25",Non-PSU,Gujarat,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.3095
"TRENT LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
"MANIPAL HOSPITALS PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",4.5851947
"PENNANT TECHNOLOGIES PRIVATE LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Vocational skills","Education, Differently Abled, Livelihood",0.327011
"JSW ENERGY (BARMER) LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.7828841
"JSW ENERGY (BARMER) LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",2.1904885
"JSW ENERGY (BARMER) LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.8734886
"JSW ENERGY (BARMER) LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5645499
"JSW ENERGY (BARMER) LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.62701
"JSW ENERGY (BARMER) LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Vocational skills","Education, Differently Abled, Livelihood",2.6904836
"JSW ENERGY (BARMER) LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Rural development projects","Rural Development",1.0374234
"JSW HYDRO ENERGY LIMITED","FY 2024-25",Non-PSU,"Himachal Pradesh",Education,"Education, Differently Abled, Livelihood",3.0895073
"JSW HYDRO ENERGY LIMITED","FY 2024-25",Non-PSU,"Himachal Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.4965218
"JSW HYDRO ENERGY LIMITED","FY 2024-25",Non-PSU,"Himachal Pradesh","Livelihood enhancement projects","Education, Differently Abled, Livelihood",1.4869296
"JSW HYDRO ENERGY LIMITED","FY 2024-25",Non-PSU,"Himachal Pradesh","Livelihood enhancement projects","Education, Differently Abled, Livelihood",1.3503819
"JSW HYDRO ENERGY LIMITED","FY 2024-25",Non-PSU,"Himachal Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.2159962
"JSW HYDRO ENERGY LIMITED","FY 2024-25",Non-PSU,"Himachal Pradesh","Training to promote sports","Encouraging Sports",1.0268133
"JSW HYDRO ENERGY LIMITED","FY 2024-25",Non-PSU,"Himachal Pradesh","Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.954841
"JSW HYDRO ENERGY LIMITED","FY 2024-25",Non-PSU,"Himachal Pradesh",Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2516535
"JSW HYDRO ENERGY LIMITED","FY 2024-25",Non-PSU,"Himachal Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0992262
"CENTRUM WEALTH LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
"CENTRUM WEALTH LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
"CENTRUM WEALTH LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.03
"MITSUBISHI ELECTRIC INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.093225
"MITSUBISHI ELECTRIC INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.11165
"EARNEST TOWERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.812187
"EARNEST TOWERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5000201
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.0064333
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Art and culture","Heritage Art And Culture",0.015
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.0132
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Training to promote sports","Encouraging Sports",0.002
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Vocational skills","Education, Differently Abled, Livelihood",0.02
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.02
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Art and culture","Heritage Art And Culture",0.05
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.33
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.018767
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.03227
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0820591
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0386261
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.0436
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Art and culture","Heritage Art And Culture",0.02
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Senior Citizens Welfare","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0644
"DYNAMIC CABLES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Socio-economic equalities","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.021973
"CRIZAC INFORMATICS PRIVATE LIMITED","FY 2024-25",Non-PSU,"West Bengal",Education,"Education, Differently Abled, Livelihood",0.55
"NOSCH LABS PRIVATE LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Rural development projects","Rural Development",0.2686648
"NOSCH LABS PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.181809
"KVS CASTINGS LIMITED","FY 2024-25",Non-PSU,Uttarakhand,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.106491353
"TRISTAR CONTAINER SERVICES (ASIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Special education","Education, Differently Abled, Livelihood",0.0678
"TRISTAR CONTAINER SERVICES (ASIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Special education","Education, Differently Abled, Livelihood",0.0715
"TRISTAR CONTAINER SERVICES (ASIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Kerala,"Special education","Education, Differently Abled, Livelihood",0.1467
"THRIVENI SAINIK MINING PRIVATE LIMITED","FY 2024-25",Non-PSU,Jharkhand,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.057
"THRIVENI SAINIK MINING PRIVATE LIMITED","FY 2024-25",Non-PSU,Jharkhand,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1311011
"TORRENT GAS JAIPUR PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.015
"ARCHEAN CHEMICAL INDUSTRIES LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
"JINDAL INDUSTRIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Odisha,Education,"Education, Differently Abled, Livelihood",0.5
"INDUSTRIAL ENERGY LIMITED","FY 2024-25",Non-PSU,Jharkhand,"Rural development projects","Rural Development",0.0424163
"ROYAL MULTISPORT PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.6053702
"ROYAL MULTISPORT PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0132672
"RELIANCE BP MOBILITY LIMITED","FY 2024-25",Non-PSU,"Madhya Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.324285
"RELIANCE BP MOBILITY LIMITED","FY 2024-25",Non-PSU,Haryana,"Special education","Education, Differently Abled, Livelihood",0.324285
"RELIANCE BP MOBILITY LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.324285
"RELIANCE BP MOBILITY LIMITED","FY 2024-25",Non-PSU,Gujarat,"Special education","Education, Differently Abled, Livelihood",0.324285
"RELIANCE BP MOBILITY LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.197
"ALTIUS ONE CAPITAL & INVESTMENTS PRIVATE LIMITED","FY 2024-25",Non-PSU,"West Bengal",Education,"Education, Differently Abled, Livelihood",0.0
"SURAJ LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.42
"STEEL INFRA SOLUTIONS COMPANY LIMITED","FY 2024-25",Non-PSU,Chhattisgarh,"Senior Citizens Welfare","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0719793
"STEEL INFRA SOLUTIONS COMPANY LIMITED","FY 2024-25",Non-PSU,Odisha,Education,"Education, Differently Abled, Livelihood",0.0055988
"STEEL INFRA SOLUTIONS COMPANY LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.0086
"STEEL INFRA SOLUTIONS COMPANY LIMITED","FY 2024-25",Non-PSU,Chhattisgarh,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.03
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3566193
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.8453475
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0448861
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0744073
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Punjab,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2028255
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Delhi,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1477735
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Delhi,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1604672
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Jharkhand,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2426971
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.39
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Chhattisgarh,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1992975
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.38
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.35
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.329322
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Madhya Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.375
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3057291
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5817
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Madhya Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.22
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.217938
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.21
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.9
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1157288
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.495021
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2342203
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.4903132
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.8
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.6
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"West Bengal","Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.4534623
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.0443459
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Delhi,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.012
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.050475
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.7378531
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",1.5466608
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Delhi,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",1.0
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.25
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,Karnataka,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.595
"HDB FINANCIAL SERVICES LIMITED","FY 2024-25",Non-PSU,"West Bengal","Livelihood enhancement projects","Education, Differently Abled, Livelihood",1.0432514
